trace_id,speed_phase,cvd_slope,anti_delta,rts_state,hostility_score,verdict,reason
trace_0706,REACCELERATION,DIVERGENT,39,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0707,DECAY,FLAT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0708,EXPANDING,EXPANDING,76,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0709,REACCELERATION,FLAT,31,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0710,EXPANDING,FLAT,91,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0711,DECAY,FLAT,31,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0712,REACCELERATION,DIVERGENT,61,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0713,REACCELERATION,EXPANDING,69,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0714,EXPANDING,DIVERGENT,51,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0715,DECAY,DIVERGENT,68,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0716,EXPANDING,EXPANDING,54,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0717,REACCELERATION,EXPANDING,75,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0718,REACCELERATION,FLAT,29,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0719,REACCELERATION,FLAT,83,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0720,DECAY,DIVERGENT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0721,EXPANDING,FLAT,70,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0722,REACCELERATION,DIVERGENT,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0723,REACCELERATION,FLAT,37,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0724,REACCELERATION,FLAT,45,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0725,REACCELERATION,FLAT,70,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0726,REACCELERATION,FLAT,82,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0727,DECAY,EXPANDING,55,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0728,REACCELERATION,FLAT,92,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0729,EXPANDING,DIVERGENT,43,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0730,DECAY,DIVERGENT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0731,DECAY,EXPANDING,57,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0732,DECAY,EXPANDING,72,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0733,DECAY,FLAT,58,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0734,EXPANDING,FLAT,74,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0735,REACCELERATION,EXPANDING,81,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0736,DECAY,FLAT,73,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0737,DECAY,EXPANDING,66,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0738,DECAY,DIVERGENT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0739,EXPANDING,EXPANDING,65,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0740,EXPANDING,DIVERGENT,92,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0741,DECAY,DIVERGENT,62,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0742,REACCELERATION,EXPANDING,53,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0743,EXPANDING,DIVERGENT,91,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0744,DECAY,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0745,REACCELERATION,FLAT,95,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0746,DECAY,DIVERGENT,23,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0747,REACCELERATION,EXPANDING,30,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0748,EXPANDING,DIVERGENT,59,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0749,REACCELERATION,FLAT,86,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0750,REACCELERATION,FLAT,76,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0751,DECAY,DIVERGENT,28,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0752,REACCELERATION,EXPANDING,34,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0753,EXPANDING,FLAT,41,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0754,DECAY,EXPANDING,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0755,EXPANDING,FLAT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0756,EXPANDING,FLAT,43,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0757,DECAY,DIVERGENT,23,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0758,DECAY,DIVERGENT,77,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0759,DECAY,FLAT,47,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0760,EXPANDING,FLAT,28,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0761,DECAY,EXPANDING,88,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0762,EXPANDING,FLAT,78,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0763,EXPANDING,FLAT,82,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0764,DECAY,DIVERGENT,69,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0765,DECAY,FLAT,64,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0766,REACCELERATION,FLAT,58,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0767,DECAY,DIVERGENT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0768,REACCELERATION,EXPANDING,34,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0769,EXPANDING,FLAT,85,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0770,REACCELERATION,FLAT,93,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0771,REACCELERATION,FLAT,88,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0772,DECAY,DIVERGENT,42,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0773,DECAY,EXPANDING,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0774,EXPANDING,FLAT,26,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0775,REACCELERATION,EXPANDING,44,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0776,REACCELERATION,DIVERGENT,83,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0777,REACCELERATION,DIVERGENT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0778,REACCELERATION,EXPANDING,23,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0779,EXPANDING,FLAT,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0780,DECAY,FLAT,78,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0781,DECAY,DIVERGENT,83,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0782,DECAY,DIVERGENT,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0783,REACCELERATION,DIVERGENT,66,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0784,DECAY,EXPANDING,76,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0785,DECAY,EXPANDING,33,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0786,DECAY,DIVERGENT,58,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0787,EXPANDING,FLAT,31,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0788,REACCELERATION,EXPANDING,50,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0789,EXPANDING,DIVERGENT,64,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0790,DECAY,DIVERGENT,41,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0791,DECAY,EXPANDING,46,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0792,EXPANDING,DIVERGENT,55,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0793,DECAY,DIVERGENT,57,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0794,REACCELERATION,DIVERGENT,85,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0795,DECAY,EXPANDING,72,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0796,EXPANDING,FLAT,36,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0797,DECAY,EXPANDING,61,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0798,EXPANDING,DIVERGENT,38,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0799,DECAY,DIVERGENT,73,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0800,REACCELERATION,FLAT,31,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0801,REACCELERATION,DIVERGENT,67,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0802,REACCELERATION,FLAT,20,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0803,DECAY,EXPANDING,78,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0804,DECAY,DIVERGENT,28,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0805,DECAY,FLAT,74,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0806,EXPANDING,FLAT,56,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0807,REACCELERATION,DIVERGENT,92,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0808,REACCELERATION,FLAT,26,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0809,EXPANDING,EXPANDING,78,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0810,EXPANDING,EXPANDING,40,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0811,REACCELERATION,FLAT,74,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0812,EXPANDING,DIVERGENT,58,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0813,EXPANDING,FLAT,66,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0814,REACCELERATION,EXPANDING,41,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0815,EXPANDING,FLAT,49,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0816,REACCELERATION,DIVERGENT,32,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0817,EXPANDING,EXPANDING,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0818,DECAY,EXPANDING,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0819,EXPANDING,EXPANDING,35,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0820,REACCELERATION,DIVERGENT,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0821,EXPANDING,FLAT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0822,EXPANDING,FLAT,58,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0823,EXPANDING,FLAT,37,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0824,DECAY,DIVERGENT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0825,DECAY,EXPANDING,41,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0826,REACCELERATION,FLAT,39,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0827,REACCELERATION,DIVERGENT,47,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0828,EXPANDING,EXPANDING,35,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0829,DECAY,DIVERGENT,74,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0830,REACCELERATION,EXPANDING,30,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0831,EXPANDING,DIVERGENT,56,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0832,DECAY,EXPANDING,58,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0833,EXPANDING,DIVERGENT,44,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0834,DECAY,FLAT,26,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0835,EXPANDING,FLAT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0836,REACCELERATION,DIVERGENT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0837,EXPANDING,FLAT,36,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0838,REACCELERATION,DIVERGENT,89,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0839,DECAY,EXPANDING,29,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0840,EXPANDING,DIVERGENT,53,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0841,EXPANDING,EXPANDING,70,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0842,DECAY,FLAT,84,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0843,REACCELERATION,FLAT,30,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0844,DECAY,DIVERGENT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0845,REACCELERATION,EXPANDING,85,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0846,EXPANDING,EXPANDING,70,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0847,DECAY,DIVERGENT,28,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0848,REACCELERATION,DIVERGENT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0849,EXPANDING,EXPANDING,75,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0850,EXPANDING,FLAT,27,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0851,REACCELERATION,DIVERGENT,42,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0852,EXPANDING,EXPANDING,21,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0853,EXPANDING,FLAT,86,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0854,DECAY,DIVERGENT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0855,EXPANDING,DIVERGENT,54,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0856,DECAY,EXPANDING,23,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0857,REACCELERATION,FLAT,28,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0858,REACCELERATION,DIVERGENT,29,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0859,REACCELERATION,FLAT,27,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0860,REACCELERATION,DIVERGENT,40,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0861,REACCELERATION,EXPANDING,34,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0862,EXPANDING,DIVERGENT,25,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0863,EXPANDING,EXPANDING,66,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0864,REACCELERATION,EXPANDING,24,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0865,DECAY,DIVERGENT,73,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0866,EXPANDING,FLAT,60,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0867,REACCELERATION,EXPANDING,35,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0868,DECAY,DIVERGENT,42,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0869,EXPANDING,DIVERGENT,71,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0870,EXPANDING,FLAT,59,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0871,REACCELERATION,EXPANDING,21,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0872,REACCELERATION,EXPANDING,58,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0873,DECAY,DIVERGENT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0874,DECAY,FLAT,45,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0875,DECAY,DIVERGENT,51,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0876,EXPANDING,EXPANDING,23,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0877,EXPANDING,DIVERGENT,21,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0878,REACCELERATION,EXPANDING,68,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0879,DECAY,DIVERGENT,46,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0880,DECAY,EXPANDING,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0881,EXPANDING,DIVERGENT,25,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0882,EXPANDING,DIVERGENT,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0883,REACCELERATION,DIVERGENT,32,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0884,DECAY,EXPANDING,70,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0885,EXPANDING,DIVERGENT,75,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0886,DECAY,EXPANDING,53,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0887,REACCELERATION,FLAT,61,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0888,REACCELERATION,FLAT,29,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0889,EXPANDING,EXPANDING,94,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0890,EXPANDING,EXPANDING,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0891,REACCELERATION,FLAT,88,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0892,REACCELERATION,EXPANDING,79,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0893,REACCELERATION,EXPANDING,58,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0894,DECAY,DIVERGENT,47,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0895,REACCELERATION,EXPANDING,51,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0896,REACCELERATION,FLAT,58,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0897,REACCELERATION,EXPANDING,71,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0898,REACCELERATION,DIVERGENT,51,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0899,EXPANDING,FLAT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0900,EXPANDING,EXPANDING,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0901,EXPANDING,EXPANDING,67,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0902,DECAY,DIVERGENT,30,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0903,DECAY,DIVERGENT,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0904,EXPANDING,EXPANDING,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0905,EXPANDING,EXPANDING,62,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0906,EXPANDING,EXPANDING,26,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0907,EXPANDING,DIVERGENT,70,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0908,REACCELERATION,EXPANDING,74,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0909,EXPANDING,FLAT,43,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0910,REACCELERATION,FLAT,39,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0911,EXPANDING,DIVERGENT,51,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0912,DECAY,FLAT,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0913,REACCELERATION,EXPANDING,69,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0914,EXPANDING,FLAT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0915,EXPANDING,DIVERGENT,89,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0916,EXPANDING,FLAT,65,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0917,REACCELERATION,DIVERGENT,64,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0918,DECAY,DIVERGENT,54,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0919,EXPANDING,EXPANDING,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0920,EXPANDING,FLAT,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0921,DECAY,FLAT,49,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0922,EXPANDING,EXPANDING,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0923,REACCELERATION,DIVERGENT,27,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0924,EXPANDING,DIVERGENT,69,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0925,REACCELERATION,EXPANDING,95,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0926,REACCELERATION,DIVERGENT,95,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0927,EXPANDING,DIVERGENT,92,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0928,DECAY,EXPANDING,44,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0929,REACCELERATION,DIVERGENT,82,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0930,EXPANDING,EXPANDING,48,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0931,EXPANDING,DIVERGENT,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0932,DECAY,EXPANDING,63,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0933,DECAY,EXPANDING,61,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0934,EXPANDING,EXPANDING,38,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0935,EXPANDING,DIVERGENT,29,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0936,REACCELERATION,DIVERGENT,70,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0937,DECAY,EXPANDING,61,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0938,EXPANDING,EXPANDING,75,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0939,DECAY,FLAT,42,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0940,DECAY,DIVERGENT,65,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0941,EXPANDING,DIVERGENT,42,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0942,REACCELERATION,FLAT,57,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0943,EXPANDING,EXPANDING,93,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
